x,y,phi,k1,k2,s1,s2
0.29,0.2,-0.62,-27.0,15.0,0,0
0.2900024762287817,0.20000552446071837,-0.6198147568182151,-26.99305019299135,15.0,1,0
0.29001213382255403,0.20002708393430446,-0.6190919409854443,-26.965932163939495,15.0,1,0
0.290033288367101,0.2000744238902814,-0.6175056880382328,-26.906420414194884,15.0,1,0
0.290069805922741,0.20015658132151076,-0.6147561765905001,-26.803266574459794,15.0,1,0
0.2901250092787684,0.20028193957377932,-0.6105698051808162,-26.646206098394085,15.0,1,0
0.29020156152621895,0.20045827842869207,-0.6046997999932858,-26.425981131070905,15.0,1,0
0.2903013369866311,0.20069281544121403,-0.5969271057979966,-26.13437400621794,15.0,1,0
0.2904252888029604,0.20099223372691677,-0.5870614290692762,-25.764246449454177,15.0,1,0
0.29057332201497776,0.2013626910191147,-0.5749423166539653,-25.309580105619755,15.0,1,0
0.29074418064699525,0.20180980502547494,-0.5604401666125153,-24.765514505726518,15.0,1,0
0.2909353571610969,0.20233861100195966,-0.5434570806620604,-24.12837907007943,15.0,1,0
0.29114303247553347,0.20295348906018693,-0.5239274804789658,-23.395716226274086,15.0,1,0
0.2913620544798576,0.2036580609932606,-0.5018184232301064,-22.5662932138945,15.0,1,0
0.29158596242735857,0.2044550592290096,-0.4771295651921922,-21.640100655376546,15.0,1,0
0.2918070635680623,0.20534617370268501,-0.44989273614764613,-20.618336493166645,15.0,1,0
0.2920165667332065,0.20633188571075145,-0.4201711012695665,-19.50337442151244,15.0,1,0
0.29220477517804155,0.20741130082633127,-0.3880579012042818,-18.298716468506292,15.0,1,0
0.2923613378087657,0.20858199534876837,-0.3536747747514749,-17.00892989984638,15.0,1,0
0.29247555406004694,0.20983989214806317,-0.31716968162217196,-15.63956910849963,15.0,1,0
0.29253672339160747,0.2111791818232208,-0.27871445490894425,-14.197083612021661,15.0,1,0
0.29253452601040136,0.21259230360198889,-0.23850202382652025,-12.688713690105114,15.0,1,0
0.29245941747535004,0.21406999730725548,-0.19674335669904805,-11.122375548472961,15.0,1,0
0.292303016822994,0.21560143313819077,-0.15366418184959416,-9.506538182650253,15.0,1,0
0.29205846624736326,0.21717442030529258,-0.10950154980922006,-7.850094329689397,15.0,1,0
0.29172074053837793,0.21877568924607374,-0.06450030399030704,-6.162228033275477,15.0,1,0
0.2912868865989973,0.2203912358879702,-0.018909528611781287,-4.452281406103443,15.0,1,0
0.2907561773503944,0.2220067109145855,0.027020957758819013,-2.7296231539720184,15.0,1,0
0.2901301698760267,0.2236078328693146,0.07304399708398443,-1.0035213322445449,15.0,1,0
0.28941266421488016,0.22518080167994858,0.11891831342639153,0.7169773568582427,15.0,1,0
0.28861536283378764,0.22670152913771982,0.16441210237653467,2.423159640194302,15.0,1,0
0.2877554620570848,0.2281443182059149,0.20930534028628167,4.1067473100335405,15.0,1,0
0.2868437582897107,0.22950160412897877,0.25339111301699213,5.75998692061806,15.0,1,0
0.28589169958249144,0.23076791112419803,0.29647852049628765,7.375726385176023,15.0,1,0
0.284910990677083,0.23193983070755556,0.33839435637077075,8.947477669623469,15.0,1,0
0.28391322379614575,0.23301592243157285,0.37898440452499793,10.46946513885021,15.0,1,0
