x,y,phi,k1,k2,s1,s2
0.238,0.276,-0.24,-38.0,-24.0,0,0
0.238000571734146,0.2760031321768811,-0.23998902497831665,-37.99722417190106,-23.997649760784714,1,1
0.2380028024454216,0.2760153538653134,-0.23994620062792882,-37.98639296095667,-23.988479140488607,1,1
0.2380076962526132,0.27604217480699944,-0.2398522206239584,-37.96262357400895,-23.96835356757748,1,1
0.2380161728098155,0.2760886640632829,-0.2396893216653183,-37.92142400323824,-23.933468322722756,1,1
0.2380290630912583,0.27615944664316205,-0.2394412940070629,-37.85869615466666,-23.88035027842814,1,1
0.23804710319482564,0.27625869259154057,-0.2390935175301232,-37.77074551237737,-23.805865022538956,1,1
0.23807092697180338,0.27639010088018745,-0.23863301459497774,-37.6542950740742,-23.707227547485633,1,1
0.2381010582224904,0.27655688012207374,-0.2380485119101483,-37.50650154356231,-23.58201489686074,1,1
0.2381379031380887,0.27676172787711084,-0.23733050450045248,-37.32497198360904,-23.428179341747388,1,1
0.23818174361202968,0.27700681012515227,-0.23647131564506887,-37.107779334717314,-23.244060823404787,1,1
0.23823273198361017,0.2772937423419366,-0.23546514741433835,-36.85347540284885,-23.028397555111468,1,1
0.2382908877096992,0.2776235735151663,-0.23430811719452635,-36.56110011922743,-22.780333829935913,1,1
0.23835609638340477,0.27799677436789033,-0.2329982763670778,-36.23018608184067,-22.499424236444334,1,1
0.23842811142982637,0.2784132309982939,-0.23153560810891402,-35.86075760219453,-22.18563364254775,1,1
0.23850655870715762,0.2788722450798177,-0.22992200210081248,-35.45332370108176,-21.839332469064843,1,1
0.2385909441264404,0.2793725416731143,-0.2281612047633779,-35.008864720677145,-21.461286938205323,1,1
0.23868066427673656,0.27991228556278225,-0.22625874447135744,-34.528812442963385,-21.05264414622308,1,1
0.23877501990772496,0.28048910683196854,-0.22422183201062518,-34.01502382128041,-20.61491197141989,1,1
0.23887323198403304,0.28110013611805257,-0.22205923731974533,-33.469748637238716,-20.149933985477368,1,1
0.23897445989204105,0.2817420496524684,-0.21978114428071618,-32.89559158390421,-19.659859684432124,1,1
0.2390778212588611,0.28241112378679967,-0.21739898597299664,-32.295469442975495,-19.147110492043467,1,1
0.23918241274366792,0.2831032982649293,-0.214925263364568,-31.672564164234032,-18.614342109455386,1,1
0.2392873310921041,0.2838142470451589,-0.21237335086948772,-31.03027276637198,-18.064403887788107,1,1
0.23939169371215455,0.2845394550407422,-0.2097572925423146,-30.372155057000864,-17.500295981886044,1,1
0.2394946580392088,0.28527429876853705,-0.20709159289890033,-29.701880215015773,-16.92512510174332,1,1
0.23959543901022654,0.28601412860801223,-0.20439100644744188,-29.023173290546016,-16.342059711671116,1,1
0.23969332405950375,0.2867543502052079,-0.20167032998469397,-28.339762657647626,-15.75428553540862,1,1
0.23978768517538876,0.2874905025273644,-0.1989442015653078,-27.65532940493856,-15.164962208317794,1,1
0.2398779877092054,0.2882183301905948,-0.19622690979669227,-26.97345957271966,-14.57718187662336,1,1
0.23996379579325336,0.28893384793881793,-0.19353221676026341,-26.297600045681733,-13.993930480287935,1,1
0.2400447743917739,0.2896333955282817,-0.19087319742792044,-25.631018792532096,-13.418052373237645,1,1
0.2401206881652471,0.2903136817390862,-0.18826209794759008,-24.976770012577944,-12.852218835609857,1,1
0.24019139746391371,0.2909718167567959,-0.18571021463254836,-24.337664609405717,-12.298900921308253,1,1
0.2402568518730602,0.2916053327040903,-0.1832277949252927,-23.716246268161136,-11.760346964563643,1,1
0.24031708180548267,0.29221219261612186,-0.1808239610370782,-23.114773270199308,-11.238564945683098,1,1
0.24037218867400564,0.29279078861029745,-0.17850665640692934,-22.535206041294884,-10.735309792938526,1,1
0.24042233418034606,0.2933399303756787,-0.17628261459548308,-21.979200300939812,-10.252075578579314,1,1
0.24046772922988588,0.29385882538254826,-0.1741573497437695,-21.448105563685818,-9.790092455844917,1,1
0.24050862293077535,0.29434705238217945,-0.17213516729683703,-20.942968641541068,-9.350328083682234,1,1
0.24054529206699907,0.2948045298329471,-0.17021919332609103,-20.464541710960113,-8.93349319911284,1,1
0.24057803135565203,0.29523148086180023,-0.1684114204885352,-20.01329444014903,-8.540050925657296,1,1
0.24060714471536615,0.29562839626557563,-0.1667127684391658,-19.589429622760154,-8.170229351032978,1,1
0.24063293769140856,0.29599599689377715,-0.16512315636517172,-19.192901732472816,-7.8240368689500395,1,1
0.24065571110806724,0.29633519655346435,-0.1636415852354519,-18.82343779879016,-7.501279758055558,1,1
0.2406757559538438,0.2966470663571004,-0.16226622735216656,-18.480560006486613,-7.20158146516939,1,1
0.2406933494516773,0.29693280121257576,-0.16099452084662624,-18.163609437974078,-6.924403068682486,1,1
0.24070875222571894,0.2971936889448194,-0.15982326687235815,-17.871770407566434,-6.669064419726801,1,1
0.24072220644786654,0.2974310823503481,-0.15874872740520737,-17.60409487714183,-6.434765491566127,1,1
0.24073393483039443,0.29764637432595714,-0.1577667217546951,-17.359526491833925,-6.220607509506901,1,1
0.24074414032410005,0.2978409760832973,-0.1568727201131986,-17.13692382988884,-6.025613482310694,1,1
0.24075300638266509,0.29801629836225757,-0.15606193271056348,-16.93508252050404,-5.848747809436357,1,1
0.2407606976615196,0.29817373548570075,-0.15532939339264346,-16.752755945225513,-5.688934694367292,1,1
0.24076736103157512,0.29831465205258145,-0.1546700366948061,-16.58867430039224,-5.545075150859435,1,1
0.24077312680308754,0.29844037204145024,-0.15407876772835455,-16.441561858464482,-5.416062444455418,1,1
0.2407781100711788,0.29855217008725154,-0.15355052443280268,-16.310152323381452,-5.300795864570362,1,1
0.24078241211101076,0.2986512646968004,-0.15308033196489404,-16.19320222815485,-5.198192771650704,1,1
0.24078612176636288,0.2987388131785362,-0.1526633491921506,-16.08950237078214,-5.107198908400504,1,1
0.2407893167897742,0.2988159080769168,-0.15229490743177354,-15.99788732659182,-5.026797003192646,1,1
0.24079206510506718,0.29888357491869044,-0.15197054172314214,-15.917243110907242,-4.956013727127577,1,1
0.24079442597377324,0.29894277109551004,-0.15168601504325452,-15.84651309527042,-4.893925093599546,1,1
0.24079645105568417,0.2989943857238211,-0.15143733596941392,-15.78470230345183,-4.839660410720407,1,1
0.24079818536054653,0.29903924033803636,-0.1512207703632296,-15.730880230320416,-4.7924049127535415,1,1
